Sentences,Sentiment,Positive,Negative,Neutral,Compound
"If he ever wrote a book, he thought, he would
present one person at a time, so that the reader wouldn't have to worry
about memorizing a lot of names.
When he was finally able to concentrate on what he was reading, he liked
the book better; the burial was on a snowy day , and he welcomed the
feeling of being cold","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.8752}",0.185,0.0,0.815,0.8752
"As he read on, an old man sat down at his side and
tried to strike up a conversation.
""What are they doing?"" the old man asked, pointing at the people in the
plaza.
""Working,"" the boy answered dryly , making it look as if he wanted to
concentrate on his reading.
Actually , he was thinking about shearing his sheep in front of the
merchant's daughter , so that she could see that he was someone who was
capable of doing dif ficult things","{'neg': 0.018, 'neu': 0.951, 'pos': 0.031, 'compound': 0.2732}",0.031,0.018,0.951,0.2732
"He had already imagined the scene many
times; every time, the girl became fascinated when he explained that the
sheep had to be sheared from back to front","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.4767}",0.103,0.0,0.897,0.4767
"He also tried to remember some
good stories to relate as he sheared the sheep","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.172,0.0,0.828,0.4404
Most of them he had read in,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"books, but he would tell them as if they were from his personal experience.
She would never know the dif ference, because she didn't know how to read.
Meanwhile, the old man persisted in his attempt to strike up a conversation.
He said that he was tired and thirsty , and asked if he might have a sip of the
boy's wine","{'neg': 0.089, 'neu': 0.911, 'pos': 0.0, 'compound': -0.6808}",0.0,0.089,0.911,-0.6808
"The boy of fered his bottle, hoping that the old man would leave
him alone.
But the old man wanted to talk, and he asked the boy what book he was
reading","{'neg': 0.078, 'neu': 0.866, 'pos': 0.057, 'compound': 0.0772}",0.057,0.078,0.866,0.0772
"The boy was tempted to be rude, and move to another bench, but
his father had taught him to be respectful of the elderly ","{'neg': 0.071, 'neu': 0.786, 'pos': 0.143, 'compound': 0.4588}",0.143,0.071,0.786,0.4588
"So he held out the
book to the man—for two reasons: first, that he, himself, wasn't sure how to
pronounce the title; and second, that if the old man didn't know how to read,
he would probably feel ashamed and decide of his own accord to change
benches.
""Hmm---"" said the old man, looking at all sides of the book, as if it were
some strange object","{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.7061}",0.0,0.097,0.903,-0.7061
"""This is an important book, but it's really irritating.""
The boy was shocked","{'neg': 0.192, 'neu': 0.717, 'pos': 0.091, 'compound': -0.3716}",0.091,0.192,0.717,-0.3716
"The old man knew how to read, and had already read
the book","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"And if the book was irritating, as the old man had said, the boy
still had time to change it for another .
""It's a book that says the same thing almost all the other books in the world
say,"" continued the old man","{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.4588}",0.0,0.068,0.932,-0.4588
"""It describes people's inability to choose their
own destinies","{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",0.0,0.252,0.748,-0.4019
"And it ends up saying that everyone believes the world's
greatest lie.""
""What's the world's greatest lie?"" the boy asked, completely surprised.
""It's this: that at a certain point in our lives, we lose control of what's
happening to us, and our lives become controlled by fate","{'neg': 0.048, 'neu': 0.727, 'pos': 0.225, 'compound': 0.8748}",0.225,0.048,0.727,0.8748
"That's the world's
greatest lie.""
""That's never happened to me,"" the boy said","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}",0.259,0.0,0.741,0.6369
"""They wanted me to be a
priest, but I decided to become a shepherd.""
""Much better ,"" said the old man","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.5927}",0.185,0.0,0.815,0.5927
"""Because you really like to travel.""","{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.4201}",0.358,0.0,0.642,0.4201
"""He knew what I was thinking,"" the boy said to himself","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The old man,
meanwhile, was leafing through the book, without seeming to want to
return it at all","{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.0572}",0.0,0.067,0.933,-0.0572
The boy noticed that the man's clothing was strange,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.2023}",0.0,0.184,0.816,-0.2023
"He
looked like an Arab, which was not unusual in those parts","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.185,0.0,0.815,0.3612
"Africa was only
a few hours from T arifa; one had only to cross the narrow straits by boat.
Arabs often appeared in the city , shopping and chanting their strange
prayers several times a day .
""Where are you from?"" the boy asked.
""From many places.""
""No one can be from many places,"" the boy said","{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.4588}",0.0,0.074,0.926,-0.4588
"""I'm a shepherd, and I
have been to many places, but I come from only one place—from a city
near an ancient castle","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"That's where I was born.""
""Well then, we could say that I was born in Salem.""
The boy didn't know where Salem was, but he didn't want to ask, fearing
that he would appear ignorant","{'neg': 0.228, 'neu': 0.733, 'pos': 0.039, 'compound': -0.8168}",0.039,0.228,0.733,-0.8168
"He looked at the people in the plaza for a
while; they were coming and going, and all of them seemed to be very busy .
""So, what is Salem like?"" he asked, trying to get some sort of clue.
""It's like it always has been.""
No clue yet","{'neg': 0.044, 'neu': 0.905, 'pos': 0.05, 'compound': 0.0772}",0.05,0.044,0.905,0.0772
But he knew that Salem wasn't in Andalusia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"If it were, he
would already have heard of it.
""And what do you do in Salem?"" he insisted.
""What do I do in Salem?"" The old man laughed","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.5204}",0.111,0.0,0.889,0.5204
"""W ell, I'm the king of
Salem!""
People say strange things, the boy thought","{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.2714}",0.0,0.139,0.861,-0.2714
"Sometimes it's better to be with
the sheep, who don't say anything","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.209,0.0,0.791,0.4404
"And better still to be alone with one's
books","{'neg': 0.168, 'neu': 0.588, 'pos': 0.244, 'compound': 0.2263}",0.244,0.168,0.588,0.2263
"They tell their incredible stories at the time when you want to hear
them","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.0772}",0.091,0.0,0.909,0.0772
"But when you're talking to people, they say some things that are so
strange that you don't know how to continue the conversation.","{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.4677}",0.0,0.122,0.878,-0.4677
"""My name is Melchizedek,"" said the old man","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""How many sheep do you
have?""
""Enough,"" said the boy ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He could see that the old man wanted to know more
about his life.
""Well, then, we've got a problem","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4019}",0.0,0.13,0.87,-0.4019
"I can't help you if you feel you've got
enough sheep.""
The boy was getting irritated","{'neg': 0.288, 'neu': 0.712, 'pos': 0.0, 'compound': -0.6437}",0.0,0.288,0.712,-0.6437
He wasn't asking for help,"{'neg': 0.361, 'neu': 0.639, 'pos': 0.0, 'compound': -0.3089}",0.0,0.361,0.639,-0.3089
"It was the old man
who had asked for a drink of his wine, and had started the conversation.
""Give me my book,"" the boy said","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""I have to go and gather my sheep and
get going.""
""Give me one-tenth of your sheep,"" said the old man, ""and I'll tell you how
to find the hidden treasure.""
The boy remembered his dream, and suddenly everything was clear to him.
The old woman hadn't char ged him anything, but the old man—maybe he
was her husband—was going to find a way to get much more money in
exchange for information about something that didn't even exist","{'neg': 0.0, 'neu': 0.958, 'pos': 0.042, 'compound': 0.3182}",0.042,0.0,0.958,0.3182
"The old
man was probably a Gypsy , too.
But before the boy could say anything, the old man leaned over , picked up a
stick, and began to write in the sand of the plaza","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"Something bright reflected
from his chest with such intensity that the boy was momentarily blinded.
With a movement that was too quick for someone his age, the man covered
whatever it was with his cape","{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.4404}",0.081,0.0,0.919,0.4404
"When his vision returned to normal, the boy
was able to read what the old man had written in the sand.
There, in the sand of the plaza of that small city , the boy read the names of
his father and his mother and the name of the seminary he had attended.
He read the name of the merchant's daughter , which he hadn't even known,
and he read things he had never told anyone.
*","{'neg': 0.0, 'neu': 0.973, 'pos': 0.027, 'compound': 0.25}",0.027,0.0,0.973,0.25
"""I'm the king of Salem,"" the old man had said.
""Why would a king be talking with a shepherd?"" the boy asked, awed and
embarrassed.
""For several reasons","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.3612}",0.0,0.091,0.909,-0.3612
"But let's say that the most important is that you have
succeeded in discovering your destiny .""
The boy didn't know what a person's ""destiny"" was.
""It's what you have always wanted to accomplish","{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.8761}",0.251,0.0,0.749,0.8761
"Everyone, when they are
young, knows what their destiny is.
""At that point in their lives, everything is clear and everything is possible.
They are not afraid to dream, and to yearn for everything they would like to
see happen to them in their lives","{'neg': 0.036, 'neu': 0.86, 'pos': 0.104, 'compound': 0.5204}",0.104,0.036,0.86,0.5204
"But, as time passes, a mysterious force
begins to convince them that it will be impossible for them to realize their
destiny .""
None of what the old man was saying made much sense to the boy ","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.3612}",0.067,0.0,0.933,0.3612
"But he
wanted to know what the ""mysterious force"" was; the merchant's daughter
would be impressed when he told her about that!
""It's a force that appears to be negative, but actually shows you how to
realize your destiny ","{'neg': 0.117, 'neu': 0.791, 'pos': 0.091, 'compound': -0.2942}",0.091,0.117,0.791,-0.2942
"It prepares your spirit and your will, because there is
one great truth on this planet: whoever you are, or whatever it is that you
do, when you really want something, it's because that desire originated in
the soul of the universe","{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.8858}",0.251,0.0,0.749,0.8858
"It's your mission on earth.""
""Even when all you want to do is travel? Or marry the daughter of a textile
merchant?""
""Yes, or even search for treasure","{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.4329}",0.134,0.0,0.866,0.4329
"The Soul of the W orld is nourished by
people's happiness","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5574}",0.286,0.0,0.714,0.5574
"And also by unhappiness, envy , and jealousy ","{'neg': 0.661, 'neu': 0.339, 'pos': 0.0, 'compound': -0.7783}",0.0,0.661,0.339,-0.7783
"To realize
one's destiny is a person's only real obligation","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"All things are one.
""And, when you want something, all the universe conspires in helping you
to achieve it.""","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.3612}",0.171,0.0,0.829,0.3612
"They were both silent for a time, observing the plaza and the townspeople.
It was the old man who spoke first.
""Why do you tend a flock of sheep?""
""Because I like to travel.""
The old man pointed to a baker standing in his shop window at one corner
of the plaza","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.3612}",0.051,0.0,0.949,0.3612
"""When he was a child, that man wanted to travel, too","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"But he
decided first to buy his bakery and put some money aside","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"When he's an old
man, he's going to spend a month in Africa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He never realized that people
are capable, at any time in their lives, of doing what they dream of.""
""He should have decided to become a shepherd,"" the boy said.
""Well, he thought about that,"" the old man said","{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.5574}",0.113,0.0,0.887,0.5574
"""But bakers are more
important people than shepherds","{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.3898}",0.274,0.0,0.726,0.3898
"Bakers have homes, while shepherds
sleep out in the open","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"Parents would rather see their children marry bakers
than shepherds.""
The boy felt a pang in his heart, thinking about the merchant's daughter .
There was surely a baker in her town.
The old man continued, ""In the long run, what people think about shepherds
and bakers becomes more important for them than their own destinies.""
The old man leafed through the book, and fell to reading a page he came to.
The boy waited, and then interrupted the old man just as he himself had
been interrupted","{'neg': 0.049, 'neu': 0.895, 'pos': 0.056, 'compound': 0.1513}",0.056,0.049,0.895,0.1513
"""Why are you telling me all this?""
""Because you are trying to realize your destiny ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"And you are at the point
where you're about to give it all up.""
""And that's when you always appear on the scene?""
""Not always in this way , but I always appear in one form or another .
Sometimes I appear in the form of a solution, or a good idea","{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.7783}",0.134,0.0,0.866,0.7783
"At other
times, at a crucial moment, I make it easier for things to happen","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}",0.189,0.0,0.811,0.4215
There are,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"other things I do, too, but most of the time people don't realize I've done
them.""
The old man related that, the week before, he had been forced to appear
before a miner , and had taken the form of a stone","{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.6124}",0.0,0.098,0.902,-0.6124
"The miner had
abandoned everything to go mining for emeralds","{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.4588}",0.0,0.25,0.75,-0.4588
"For five years he had
been working a certain river , and had examined hundreds of thousands of
stones looking for an emerald","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2732}",0.095,0.0,0.905,0.2732
"The miner was about to give it all up, right at
the point when, if he were to examine just one more stone—just one more
— he would find his emerald","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
